date,vehicle_category,vehicle_class,manufacturer,state,rto,registrations,quarter,year
2022-09-01,4W,MOTOR CAR,Honda Cars,Maharashtra,MA67,8404,2022-Q3,2022
2022-09-01,4W,BUS,Honda Cars,Tamil Nadu,TA59,11088,2022-Q3,2022
2022-09-01,4W,COMMERCIAL VEHICLE,Honda Cars,Karnataka,KA95,9396,2022-Q3,2022
2022-09-01,4W,SUV,Honda Cars,Gujarat,GU49,11048,2022-Q3,2022
2022-09-01,4W,BUS,Honda Cars,Uttar Pradesh,UT79,10123,2022-Q3,2022
2022-09-01,4W,SUV,Toyota,Maharashtra,MA45,9152,2022-Q3,2022
2022-09-01,4W,COMMERCIAL VEHICLE,Toyota,Tamil Nadu,TA83,7724,2022-Q3,2022
2022-09-01,4W,BUS,Toyota,Karnataka,KA09,6964,2022-Q3,2022
2022-09-01,4W,MOTOR CAR,Toyota,Gujarat,GU16,5612,2022-Q3,2022
2022-09-01,4W,SUV,Toyota,Uttar Pradesh,UT36,6257,2022-Q3,2022
2022-09-01,4W,BUS,Kia,Maharashtra,MA42,5010,2022-Q3,2022
2022-09-01,4W,BUS,Kia,Tamil Nadu,TA59,2547,2022-Q3,2022
2022-09-01,4W,BUS,Kia,Karnataka,KA10,5589,2022-Q3,2022
2022-09-01,4W,SUV,Kia,Gujarat,GU02,7020,2022-Q3,2022
2022-09-01,4W,SUV,Kia,Uttar Pradesh,UT62,3477,2022-Q3,2022
2022-10-01,2W,MOPED,Hero MotoCorp,Maharashtra,MA67,36613,2022-Q4,2022
2022-10-01,2W,MOTORCYCLE,Hero MotoCorp,Tamil Nadu,TA13,14221,2022-Q4,2022
2022-10-01,2W,MOPED,Hero MotoCorp,Karnataka,KA04,11971,2022-Q4,2022
2022-10-01,2W,SCOOTER,Hero MotoCorp,Gujarat,GU84,20142,2022-Q4,2022
2022-10-01,2W,MOTORCYCLE,Hero MotoCorp,Uttar Pradesh,UT63,8398,2022-Q4,2022
2022-10-01,2W,MOPED,Honda,Maharashtra,MA79,13620,2022-Q4,2022
2022-10-01,2W,MOTORCYCLE,Honda,Tamil Nadu,TA56,25590,2022-Q4,2022
2022-10-01,2W,MOTORCYCLE,Honda,Karnataka,KA71,7784,2022-Q4,2022
2022-10-01,2W,MOPED,Honda,Gujarat,GU97,22727,2022-Q4,2022
2022-10-01,2W,MOPED,Honda,Uttar Pradesh,UT20,11489,2022-Q4,2022
2022-10-01,2W,MOTORCYCLE,TVS,Maharashtra,MA74,21245,2022-Q4,2022
2022-10-01,2W,MOPED,TVS,Tamil Nadu,TA16,7545,2022-Q4,2022
2022-10-01,2W,MOPED,TVS,Karnataka,KA21,11984,2022-Q4,2022
2022-10-01,2W,MOTORCYCLE,TVS,Gujarat,GU35,10046,2022-Q4,2022
2022-10-01,2W,SCOOTER,TVS,Uttar Pradesh,UT49,28652,2022-Q4,2022
2022-10-01,2W,MOPED,Bajaj,Maharashtra,MA58,8838,2022-Q4,2022
2022-10-01,2W,MOTORCYCLE,Bajaj,Tamil Nadu,TA10,20867,2022-Q4,2022
2022-10-01,2W,MOPED,Bajaj,Karnataka,KA43,24181,2022-Q4,2022
2022-10-01,2W,MOPED,Bajaj,Gujarat,GU87,10586,2022-Q4,2022
2022-10-01,2W,MOTORCYCLE,Bajaj,Uttar Pradesh,UT63,13612,2022-Q4,2022
2022-10-01,2W,SCOOTER,Yamaha,Maharashtra,MA04,8051,2022-Q4,2022
2022-10-01,2W,MOTORCYCLE,Yamaha,Tamil Nadu,TA14,26922,2022-Q4,2022
2022-10-01,2W,MOPED,Yamaha,Karnataka,KA55,28026,2022-Q4,2022
2022-10-01,2W,MOTORCYCLE,Yamaha,Gujarat,GU44,18106,2022-Q4,2022
2022-10-01,2W,MOTORCYCLE,Yamaha,Uttar Pradesh,UT54,12224,2022-Q4,2022
2022-10-01,2W,MOPED,Royal Enfield,Maharashtra,MA04,10723,2022-Q4,2022
2022-10-01,2W,SCOOTER,Royal Enfield,Tamil Nadu,TA47,15946,2022-Q4,2022
2022-10-01,2W,SCOOTER,Royal Enfield,Karnataka,KA33,18622,2022-Q4,2022
2022-10-01,2W,SCOOTER,Royal Enfield,Gujarat,GU20,20021,2022-Q4,2022
2022-10-01,2W,SCOOTER,Royal Enfield,Uttar Pradesh,UT94,17001,2022-Q4,2022
2022-10-01,3W,3W GOODS VEHICLE,Bajaj Auto,Maharashtra,MA36,3473,2022-Q4,2022
2022-10-01,3W,3W GOODS VEHICLE,Bajaj Auto,Tamil Nadu,TA20,2583,2022-Q4,2022
2022-10-01,3W,AUTO RICKSHAW,Bajaj Auto,Karnataka,KA84,1800,2022-Q4,2022
2022-10-01,3W,E-RICKSHAW,Bajaj Auto,Gujarat,GU07,4177,2022-Q4,2022
2022-10-01,3W,E-RICKSHAW,Bajaj Auto,Uttar Pradesh,UT53,2028,2022-Q4,2022
2022-10-01,3W,E-RICKSHAW,Mahindra,Maharashtra,MA51,3840,2022-Q4,2022
2022-10-01,3W,E-RICKSHAW,Mahindra,Tamil Nadu,TA57,3257,2022-Q4,2022
2022-10-01,3W,3W GOODS VEHICLE,Mahindra,Karnataka,KA20,2497,2022-Q4,2022
2022-10-01,3W,AUTO RICKSHAW,Mahindra,Gujarat,GU64,2282,2022-Q4,2022
2022-10-01,3W,3W GOODS VEHICLE,Mahindra,Uttar Pradesh,UT50,1889,2022-Q4,2022
2022-10-01,3W,3W GOODS VEHICLE,TVS,Maharashtra,MA88,3374,2022-Q4,2022
2022-10-01,3W,E-RICKSHAW,TVS,Tamil Nadu,TA37,1186,2022-Q4,2022
2022-10-01,3W,E-RICKSHAW,TVS,Karnataka,KA11,2957,2022-Q4,2022
2022-10-01,3W,3W GOODS VEHICLE,TVS,Gujarat,GU39,797,2022-Q4,2022
2022-10-01,3W,AUTO RICKSHAW,TVS,Uttar Pradesh,UT26,1218,2022-Q4,2022
2022-10-01,3W,E-RICKSHAW,Piaggio,Maharashtra,MA87,2009,2022-Q4,2022
2022-10-01,3W,3W GOODS VEHICLE,Piaggio,Tamil Nadu,TA96,745,2022-Q4,2022
2022-10-01,3W,3W GOODS VEHICLE,Piaggio,Karnataka,KA24,3960,2022-Q4,2022
2022-10-01,3W,E-RICKSHAW,Piaggio,Gujarat,GU17,2784,2022-Q4,2022
2022-10-01,3W,3W GOODS VEHICLE,Piaggio,Uttar Pradesh,UT53,2186,2022-Q4,2022
2022-10-01,3W,AUTO RICKSHAW,Force Motors,Maharashtra,MA48,825,2022-Q4,2022
2022-10-01,3W,3W GOODS VEHICLE,Force Motors,Tamil Nadu,TA15,2037,2022-Q4,2022
2022-10-01,3W,AUTO RICKSHAW,Force Motors,Karnataka,KA40,2699,2022-Q4,2022
2022-10-01,3W,E-RICKSHAW,Force Motors,Gujarat,GU76,2288,2022-Q4,2022
2022-10-01,3W,E-RICKSHAW,Force Motors,Uttar Pradesh,UT48,2129,2022-Q4,2022
2022-10-01,4W,MOTOR CAR,Maruti Suzuki,Maharashtra,MA96,6842,2022-Q4,2022
2022-10-01,4W,MOTOR CAR,Maruti Suzuki,Tamil Nadu,TA06,10579,2022-Q4,2022
2022-10-01,4W,SUV,Maruti Suzuki,Karnataka,KA95,13010,2022-Q4,2022
2022-10-01,4W,MOTOR CAR,Maruti Suzuki,Gujarat,GU32,7629,2022-Q4,2022
2022-10-01,4W,SUV,Maruti Suzuki,Uttar Pradesh,UT67,13145,2022-Q4,2022
2022-10-01,4W,BUS,Hyundai,Maharashtra,MA22,11046,2022-Q4,2022
2022-10-01,4W,SUV,Hyundai,Tamil Nadu,TA57,14138,2022-Q4,2022
2022-10-01,4W,COMMERCIAL VEHICLE,Hyundai,Karnataka,KA59,6227,2022-Q4,2022
2022-10-01,4W,COMMERCIAL VEHICLE,Hyundai,Gujarat,GU69,5017,2022-Q4,2022
2022-10-01,4W,COMMERCIAL VEHICLE,Hyundai,Uttar Pradesh,UT85,6844,2022-Q4,2022
2022-10-01,4W,BUS,Tata Motors,Maharashtra,MA13,7482,2022-Q4,2022
2022-10-01,4W,SUV,Tata Motors,Tamil Nadu,TA36,6502,2022-Q4,2022
2022-10-01,4W,SUV,Tata Motors,Karnataka,KA72,4350,2022-Q4,2022
2022-10-01,4W,BUS,Tata Motors,Gujarat,GU08,9499,2022-Q4,2022
2022-10-01,4W,MOTOR CAR,Tata Motors,Uttar Pradesh,UT28,6391,2022-Q4,2022
2022-10-01,4W,SUV,Mahindra,Maharashtra,MA82,7266,2022-Q4,2022
2022-10-01,4W,BUS,Mahindra,Tamil Nadu,TA93,8355,2022-Q4,2022
2022-10-01,4W,MOTOR CAR,Mahindra,Karnataka,KA94,6105,2022-Q4,2022
2022-10-01,4W,COMMERCIAL VEHICLE,Mahindra,Gujarat,GU15,10577,2022-Q4,2022
2022-10-01,4W,SUV,Mahindra,Uttar Pradesh,UT33,11764,2022-Q4,2022
2022-10-01,4W,MOTOR CAR,Honda Cars,Maharashtra,MA44,6933,2022-Q4,2022
2022-10-01,4W,BUS,Honda Cars,Tamil Nadu,TA15,8314,2022-Q4,2022
2022-10-01,4W,MOTOR CAR,Honda Cars,Karnataka,KA08,5828,2022-Q4,2022
2022-10-01,4W,COMMERCIAL VEHICLE,Honda Cars,Gujarat,GU42,13115,2022-Q4,2022
2022-10-01,4W,MOTOR CAR,Honda Cars,Uttar Pradesh,UT97,5152,2022-Q4,2022
2022-10-01,4W,COMMERCIAL VEHICLE,Toyota,Maharashtra,MA56,5000,2022-Q4,2022
2022-10-01,4W,MOTOR CAR,Toyota,Tamil Nadu,TA64,8487,2022-Q4,2022
2022-10-01,4W,COMMERCIAL VEHICLE,Toyota,Karnataka,KA11,11301,2022-Q4,2022
2022-10-01,4W,COMMERCIAL VEHICLE,Toyota,Gujarat,GU83,8038,2022-Q4,2022
2022-10-01,4W,COMMERCIAL VEHICLE,Toyota,Uttar Pradesh,UT56,5488,2022-Q4,2022
2022-10-01,4W,MOTOR CAR,Kia,Maharashtra,MA68,8218,2022-Q4,2022
2022-10-01,4W,MOTOR CAR,Kia,Tamil Nadu,TA52,11517,2022-Q4,2022
2022-10-01,4W,BUS,Kia,Karnataka,KA83,6316,2022-Q4,2022
2022-10-01,4W,BUS,Kia,Gujarat,GU28,3762,2022-Q4,2022
2022-10-01,4W,MOTOR CAR,Kia,Uttar Pradesh,UT63,9808,2022-Q4,2022
2022-11-01,2W,SCOOTER,Hero MotoCorp,Maharashtra,MA27,20040,2022-Q4,2022
2022-11-01,2W,MOPED,Hero MotoCorp,Tamil Nadu,TA88,34377,2022-Q4,2022
2022-11-01,2W,SCOOTER,Hero MotoCorp,Karnataka,KA24,26569,2022-Q4,2022
2022-11-01,2W,SCOOTER,Hero MotoCorp,Gujarat,GU83,22459,2022-Q4,2022
2022-11-01,2W,MOPED,Hero MotoCorp,Uttar Pradesh,UT80,20017,2022-Q4,2022
2022-11-01,2W,SCOOTER,Honda,Maharashtra,MA47,9421,2022-Q4,2022
2022-11-01,2W,MOPED,Honda,Tamil Nadu,TA04,20426,2022-Q4,2022
2022-11-01,2W,SCOOTER,Honda,Karnataka,KA89,12072,2022-Q4,2022
2022-11-01,2W,MOTORCYCLE,Honda,Gujarat,GU84,21619,2022-Q4,2022
2022-11-01,2W,MOTORCYCLE,Honda,Uttar Pradesh,UT97,14310,2022-Q4,2022
2022-11-01,2W,SCOOTER,TVS,Maharashtra,MA52,23554,2022-Q4,2022
2022-11-01,2W,MOTORCYCLE,TVS,Tamil Nadu,TA05,6723,2022-Q4,2022
2022-11-01,2W,MOPED,TVS,Karnataka,KA68,17656,2022-Q4,2022
2022-11-01,2W,SCOOTER,TVS,Gujarat,GU23,7466,2022-Q4,2022
2022-11-01,2W,MOTORCYCLE,TVS,Uttar Pradesh,UT52,16698,2022-Q4,2022
2022-11-01,2W,SCOOTER,Bajaj,Maharashtra,MA53,8685,2022-Q4,2022
2022-11-01,2W,MOTORCYCLE,Bajaj,Tamil Nadu,TA69,8229,2022-Q4,2022
2022-11-01,2W,MOPED,Bajaj,Karnataka,KA30,8082,2022-Q4,2022
2022-11-01,2W,SCOOTER,Bajaj,Gujarat,GU77,11919,2022-Q4,2022
2022-11-01,2W,MOTORCYCLE,Bajaj,Uttar Pradesh,UT54,7844,2022-Q4,2022
2022-11-01,2W,SCOOTER,Yamaha,Maharashtra,MA85,14709,2022-Q4,2022
2022-11-01,2W,MOTORCYCLE,Yamaha,Tamil Nadu,TA76,7392,2022-Q4,2022
2022-11-01,2W,MOPED,Yamaha,Karnataka,KA01,6826,2022-Q4,2022
2022-11-01,2W,SCOOTER,Yamaha,Gujarat,GU21,12449,2022-Q4,2022
2022-11-01,2W,MOTORCYCLE,Yamaha,Uttar Pradesh,UT80,13467,2022-Q4,2022
2022-11-01,2W,MOTORCYCLE,Royal Enfield,Maharashtra,MA17,25722,2022-Q4,2022
2022-11-01,2W,SCOOTER,Royal Enfield,Tamil Nadu,TA35,6666,2022-Q4,2022
2022-11-01,2W,SCOOTER,Royal Enfield,Karnataka,KA27,16807,2022-Q4,2022
2022-11-01,2W,MOPED,Royal Enfield,Gujarat,GU60,6309,2022-Q4,2022
2022-11-01,2W,MOTORCYCLE,Royal Enfield,Uttar Pradesh,UT34,24134,2022-Q4,2022
2022-11-01,3W,E-RICKSHAW,Bajaj Auto,Maharashtra,MA64,1737,2022-Q4,2022
2022-11-01,3W,3W GOODS VEHICLE,Bajaj Auto,Tamil Nadu,TA78,3587,2022-Q4,2022
2022-11-01,3W,E-RICKSHAW,Bajaj Auto,Karnataka,KA63,3225,2022-Q4,2022
2022-11-01,3W,E-RICKSHAW,Bajaj Auto,Gujarat,GU20,1623,2022-Q4,2022
2022-11-01,3W,AUTO RICKSHAW,Bajaj Auto,Uttar Pradesh,UT17,3238,2022-Q4,2022
2022-11-01,3W,AUTO RICKSHAW,Mahindra,Maharashtra,MA70,3186,2022-Q4,2022
2022-11-01,3W,E-RICKSHAW,Mahindra,Tamil Nadu,TA68,3170,2022-Q4,2022
2022-11-01,3W,3W GOODS VEHICLE,Mahindra,Karnataka,KA04,1008,2022-Q4,2022
2022-11-01,3W,E-RICKSHAW,Mahindra,Gujarat,GU08,2546,2022-Q4,2022
2022-11-01,3W,AUTO RICKSHAW,Mahindra,Uttar Pradesh,UT66,1030,2022-Q4,2022
2022-11-01,3W,AUTO RICKSHAW,TVS,Maharashtra,MA57,1701,2022-Q4,2022
2022-11-01,3W,AUTO RICKSHAW,TVS,Tamil Nadu,TA93,2607,2022-Q4,2022
2022-11-01,3W,AUTO RICKSHAW,TVS,Karnataka,KA94,747,2022-Q4,2022
2022-11-01,3W,AUTO RICKSHAW,TVS,Gujarat,GU23,2879,2022-Q4,2022
2022-11-01,3W,3W GOODS VEHICLE,TVS,Uttar Pradesh,UT96,1163,2022-Q4,2022
2022-11-01,3W,E-RICKSHAW,Piaggio,Maharashtra,MA63,3029,2022-Q4,2022
2022-11-01,3W,E-RICKSHAW,Piaggio,Tamil Nadu,TA68,1836,2022-Q4,2022
2022-11-01,3W,3W GOODS VEHICLE,Piaggio,Karnataka,KA70,1595,2022-Q4,2022
2022-11-01,3W,E-RICKSHAW,Piaggio,Gujarat,GU11,2125,2022-Q4,2022
2022-11-01,3W,E-RICKSHAW,Piaggio,Uttar Pradesh,UT14,2759,2022-Q4,2022
2022-11-01,3W,AUTO RICKSHAW,Force Motors,Maharashtra,MA23,2460,2022-Q4,2022
2022-11-01,3W,E-RICKSHAW,Force Motors,Tamil Nadu,TA87,1856,2022-Q4,2022
2022-11-01,3W,E-RICKSHAW,Force Motors,Karnataka,KA25,3133,2022-Q4,2022
2022-11-01,3W,3W GOODS VEHICLE,Force Motors,Gujarat,GU94,1318,2022-Q4,2022
2022-11-01,3W,3W GOODS VEHICLE,Force Motors,Uttar Pradesh,UT10,3404,2022-Q4,2022
2022-11-01,4W,SUV,Maruti Suzuki,Maharashtra,MA45,15745,2022-Q4,2022
2022-11-01,4W,BUS,Maruti Suzuki,Tamil Nadu,TA42,10317,2022-Q4,2022
2022-11-01,4W,MOTOR CAR,Maruti Suzuki,Karnataka,KA18,7521,2022-Q4,2022
2022-11-01,4W,SUV,Maruti Suzuki,Gujarat,GU57,4111,2022-Q4,2022
2022-11-01,4W,SUV,Maruti Suzuki,Uttar Pradesh,UT76,3976,2022-Q4,2022
2022-11-01,4W,SUV,Hyundai,Maharashtra,MA59,11444,2022-Q4,2022
2022-11-01,4W,COMMERCIAL VEHICLE,Hyundai,Tamil Nadu,TA63,9476,2022-Q4,2022
2022-11-01,4W,BUS,Hyundai,Karnataka,KA12,8233,2022-Q4,2022
2022-11-01,4W,MOTOR CAR,Hyundai,Gujarat,GU81,9849,2022-Q4,2022
2022-11-01,4W,SUV,Hyundai,Uttar Pradesh,UT80,6549,2022-Q4,2022
2022-11-01,4W,MOTOR CAR,Tata Motors,Maharashtra,MA30,5304,2022-Q4,2022
2022-11-01,4W,MOTOR CAR,Tata Motors,Tamil Nadu,TA52,11308,2022-Q4,2022
2022-11-01,4W,COMMERCIAL VEHICLE,Tata Motors,Karnataka,KA47,7607,2022-Q4,2022
2022-11-01,4W,MOTOR CAR,Tata Motors,Gujarat,GU64,11471,2022-Q4,2022
2022-11-01,4W,BUS,Tata Motors,Uttar Pradesh,UT25,10615,2022-Q4,2022
2022-11-01,4W,BUS,Mahindra,Maharashtra,MA16,3990,2022-Q4,2022
2022-11-01,4W,COMMERCIAL VEHICLE,Mahindra,Tamil Nadu,TA87,7982,2022-Q4,2022
2022-11-01,4W,SUV,Mahindra,Karnataka,KA52,4593,2022-Q4,2022
2022-11-01,4W,COMMERCIAL VEHICLE,Mahindra,Gujarat,GU19,3234,2022-Q4,2022
2022-11-01,4W,MOTOR CAR,Mahindra,Uttar Pradesh,UT32,7944,2022-Q4,2022
2022-11-01,4W,SUV,Honda Cars,Maharashtra,MA75,6265,2022-Q4,2022
2022-11-01,4W,BUS,Honda Cars,Tamil Nadu,TA34,4208,2022-Q4,2022
2022-11-01,4W,COMMERCIAL VEHICLE,Honda Cars,Karnataka,KA68,9857,2022-Q4,2022
2022-11-01,4W,COMMERCIAL VEHICLE,Honda Cars,Gujarat,GU57,5533,2022-Q4,2022
2022-11-01,4W,MOTOR CAR,Honda Cars,Uttar Pradesh,UT32,5312,2022-Q4,2022
2022-11-01,4W,SUV,Toyota,Maharashtra,MA60,4970,2022-Q4,2022
2022-11-01,4W,COMMERCIAL VEHICLE,Toyota,Tamil Nadu,TA31,2947,2022-Q4,2022
2022-11-01,4W,BUS,Toyota,Karnataka,KA71,9307,2022-Q4,2022
2022-11-01,4W,MOTOR CAR,Toyota,Gujarat,GU75,3083,2022-Q4,2022
2022-11-01,4W,SUV,Toyota,Uttar Pradesh,UT71,7647,2022-Q4,2022
2022-11-01,4W,COMMERCIAL VEHICLE,Kia,Maharashtra,MA26,13006,2022-Q4,2022
2022-11-01,4W,COMMERCIAL VEHICLE,Kia,Tamil Nadu,TA12,11235,2022-Q4,2022
2022-11-01,4W,SUV,Kia,Karnataka,KA60,7204,2022-Q4,2022
2022-11-01,4W,BUS,Kia,Gujarat,GU10,10972,2022-Q4,2022
2022-11-01,4W,BUS,Kia,Uttar Pradesh,UT42,8341,2022-Q4,2022
2022-12-01,2W,SCOOTER,Hero MotoCorp,Maharashtra,MA57,11402,2022-Q4,2022
2022-12-01,2W,SCOOTER,Hero MotoCorp,Tamil Nadu,TA32,19034,2022-Q4,2022
2022-12-01,2W,SCOOTER,Hero MotoCorp,Karnataka,KA73,16398,2022-Q4,2022
2022-12-01,2W,MOPED,Hero MotoCorp,Gujarat,GU60,22547,2022-Q4,2022
2022-12-01,2W,SCOOTER,Hero MotoCorp,Uttar Pradesh,UT27,17943,2022-Q4,2022
2022-12-01,2W,MOTORCYCLE,Honda,Maharashtra,MA15,11858,2022-Q4,2022
2022-12-01,2W,SCOOTER,Honda,Tamil Nadu,TA78,30983,2022-Q4,2022
2022-12-01,2W,SCOOTER,Honda,Karnataka,KA76,33513,2022-Q4,2022
2022-12-01,2W,SCOOTER,Honda,Gujarat,GU78,31272,2022-Q4,2022
2022-12-01,2W,MOTORCYCLE,Honda,Uttar Pradesh,UT45,27664,2022-Q4,2022
2022-12-01,2W,MOPED,TVS,Maharashtra,MA96,23423,2022-Q4,2022
2022-12-01,2W,MOTORCYCLE,TVS,Tamil Nadu,TA78,15043,2022-Q4,2022
2022-12-01,2W,MOTORCYCLE,TVS,Karnataka,KA87,24130,2022-Q4,2022
2022-12-01,2W,MOPED,TVS,Gujarat,GU44,18138,2022-Q4,2022
2022-12-01,2W,SCOOTER,TVS,Uttar Pradesh,UT05,25288,2022-Q4,2022
2022-12-01,2W,MOPED,Bajaj,Maharashtra,MA78,21779,2022-Q4,2022
2022-12-01,2W,MOPED,Bajaj,Tamil Nadu,TA17,10410,2022-Q4,2022
2022-12-01,2W,MOPED,Bajaj,Karnataka,KA32,10018,2022-Q4,2022
2022-12-01,2W,MOTORCYCLE,Bajaj,Gujarat,GU29,7918,2022-Q4,2022
2022-12-01,2W,SCOOTER,Bajaj,Uttar Pradesh,UT45,6601,2022-Q4,2022
2022-12-01,2W,MOPED,Yamaha,Maharashtra,MA01,11570,2022-Q4,2022
2022-12-01,2W,SCOOTER,Yamaha,Tamil Nadu,TA88,28201,2022-Q4,2022
2022-12-01,2W,SCOOTER,Yamaha,Karnataka,KA67,9713,2022-Q4,2022
2022-12-01,2W,MOTORCYCLE,Yamaha,Gujarat,GU66,8680,2022-Q4,2022
2022-12-01,2W,MOPED,Yamaha,Uttar Pradesh,UT33,23169,2022-Q4,2022
2022-12-01,2W,MOTORCYCLE,Royal Enfield,Maharashtra,MA20,26992,2022-Q4,2022
2022-12-01,2W,MOPED,Royal Enfield,Tamil Nadu,TA91,10273,2022-Q4,2022
2022-12-01,2W,MOTORCYCLE,Royal Enfield,Karnataka,KA86,16444,2022-Q4,2022
2022-12-01,2W,SCOOTER,Royal Enfield,Gujarat,GU43,8844,2022-Q4,2022
2022-12-01,2W,MOPED,Royal Enfield,Uttar Pradesh,UT26,23808,2022-Q4,2022
2022-12-01,3W,E-RICKSHAW,Bajaj Auto,Maharashtra,MA39,1054,2022-Q4,2022
2022-12-01,3W,3W GOODS VEHICLE,Bajaj Auto,Tamil Nadu,TA11,1692,2022-Q4,2022
2022-12-01,3W,3W GOODS VEHICLE,Bajaj Auto,Karnataka,KA43,2386,2022-Q4,2022
2022-12-01,3W,3W GOODS VEHICLE,Bajaj Auto,Gujarat,GU42,2308,2022-Q4,2022
2022-12-01,3W,3W GOODS VEHICLE,Bajaj Auto,Uttar Pradesh,UT47,2778,2022-Q4,2022
2022-12-01,3W,AUTO RICKSHAW,Mahindra,Maharashtra,MA12,1152,2022-Q4,2022
2022-12-01,3W,E-RICKSHAW,Mahindra,Tamil Nadu,TA37,2908,2022-Q4,2022
2022-12-01,3W,AUTO RICKSHAW,Mahindra,Karnataka,KA54,1175,2022-Q4,2022
2022-12-01,3W,E-RICKSHAW,Mahindra,Gujarat,GU11,1156,2022-Q4,2022
2022-12-01,3W,E-RICKSHAW,Mahindra,Uttar Pradesh,UT28,2295,2022-Q4,2022
2022-12-01,3W,3W GOODS VEHICLE,TVS,Maharashtra,MA29,3603,2022-Q4,2022
2022-12-01,3W,AUTO RICKSHAW,TVS,Tamil Nadu,TA67,3982,2022-Q4,2022
2022-12-01,3W,AUTO RICKSHAW,TVS,Karnataka,KA79,3476,2022-Q4,2022
2022-12-01,3W,3W GOODS VEHICLE,TVS,Gujarat,GU47,3188,2022-Q4,2022
2022-12-01,3W,E-RICKSHAW,TVS,Uttar Pradesh,UT89,796,2022-Q4,2022
2022-12-01,3W,3W GOODS VEHICLE,Piaggio,Maharashtra,MA10,2710,2022-Q4,2022
2022-12-01,3W,3W GOODS VEHICLE,Piaggio,Tamil Nadu,TA91,1194,2022-Q4,2022
2022-12-01,3W,3W GOODS VEHICLE,Piaggio,Karnataka,KA04,1317,2022-Q4,2022
2022-12-01,3W,AUTO RICKSHAW,Piaggio,Gujarat,GU71,1603,2022-Q4,2022
2022-12-01,3W,AUTO RICKSHAW,Piaggio,Uttar Pradesh,UT24,1281,2022-Q4,2022
2022-12-01,3W,E-RICKSHAW,Force Motors,Maharashtra,MA27,3734,2022-Q4,2022
2022-12-01,3W,AUTO RICKSHAW,Force Motors,Tamil Nadu,TA16,2951,2022-Q4,2022
2022-12-01,3W,AUTO RICKSHAW,Force Motors,Karnataka,KA17,1338,2022-Q4,2022
2022-12-01,3W,E-RICKSHAW,Force Motors,Gujarat,GU04,1150,2022-Q4,2022
2022-12-01,3W,3W GOODS VEHICLE,Force Motors,Uttar Pradesh,UT36,2614,2022-Q4,2022
2022-12-01,4W,MOTOR CAR,Maruti Suzuki,Maharashtra,MA58,13595,2022-Q4,2022
2022-12-01,4W,BUS,Maruti Suzuki,Tamil Nadu,TA72,10143,2022-Q4,2022
2022-12-01,4W,SUV,Maruti Suzuki,Karnataka,KA30,5509,2022-Q4,2022
2022-12-01,4W,SUV,Maruti Suzuki,Gujarat,GU94,16545,2022-Q4,2022
2022-12-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Uttar Pradesh,UT29,4964,2022-Q4,2022
2022-12-01,4W,SUV,Hyundai,Maharashtra,MA52,5465,2022-Q4,2022
2022-12-01,4W,COMMERCIAL VEHICLE,Hyundai,Tamil Nadu,TA82,3686,2022-Q4,2022
2022-12-01,4W,BUS,Hyundai,Karnataka,KA59,13670,2022-Q4,2022
2022-12-01,4W,MOTOR CAR,Hyundai,Gujarat,GU98,4667,2022-Q4,2022
2022-12-01,4W,COMMERCIAL VEHICLE,Hyundai,Uttar Pradesh,UT06,11301,2022-Q4,2022
2022-12-01,4W,SUV,Tata Motors,Maharashtra,MA39,12123,2022-Q4,2022
2022-12-01,4W,MOTOR CAR,Tata Motors,Tamil Nadu,TA09,2324,2022-Q4,2022
2022-12-01,4W,COMMERCIAL VEHICLE,Tata Motors,Karnataka,KA69,6139,2022-Q4,2022
2022-12-01,4W,COMMERCIAL VEHICLE,Tata Motors,Gujarat,GU15,6384,2022-Q4,2022
2022-12-01,4W,COMMERCIAL VEHICLE,Tata Motors,Uttar Pradesh,UT10,4691,2022-Q4,2022
2022-12-01,4W,BUS,Mahindra,Maharashtra,MA38,12318,2022-Q4,2022
2022-12-01,4W,BUS,Mahindra,Tamil Nadu,TA47,12789,2022-Q4,2022
2022-12-01,4W,BUS,Mahindra,Karnataka,KA87,7049,2022-Q4,2022
2022-12-01,4W,BUS,Mahindra,Gujarat,GU78,7880,2022-Q4,2022
2022-12-01,4W,SUV,Mahindra,Uttar Pradesh,UT98,9240,2022-Q4,2022
2022-12-01,4W,BUS,Honda Cars,Maharashtra,MA01,7193,2022-Q4,2022
2022-12-01,4W,BUS,Honda Cars,Tamil Nadu,TA89,4775,2022-Q4,2022
2022-12-01,4W,SUV,Honda Cars,Karnataka,KA78,10520,2022-Q4,2022
2022-12-01,4W,SUV,Honda Cars,Gujarat,GU69,5285,2022-Q4,2022
2022-12-01,4W,SUV,Honda Cars,Uttar Pradesh,UT28,6516,2022-Q4,2022
2022-12-01,4W,BUS,Toyota,Maharashtra,MA27,8080,2022-Q4,2022
2022-12-01,4W,BUS,Toyota,Tamil Nadu,TA92,10399,2022-Q4,2022
2022-12-01,4W,COMMERCIAL VEHICLE,Toyota,Karnataka,KA26,8039,2022-Q4,2022
2022-12-01,4W,COMMERCIAL VEHICLE,Toyota,Gujarat,GU94,12473,2022-Q4,2022
2022-12-01,4W,SUV,Toyota,Uttar Pradesh,UT66,4275,2022-Q4,2022
2022-12-01,4W,COMMERCIAL VEHICLE,Kia,Maharashtra,MA76,6255,2022-Q4,2022
